nome,sobrenome,disciplina,professor,nota
Jonathan,Johnston,filosofia,George,D
Gavin,Avery,historia,Carol,D
Gavin,Avery,filosofia,George,C
Austin,Walsh,artes,Brian,A
Austin,Walsh,sociologia,Bertie,D
Austin,Walsh,espanhol,Robert,C
Chloe,Underwood,biologia,William,B
Chloe,Underwood,portugues,Margaret,B
Chloe,Underwood,geografia,Ruth,B
Matt,Russell,ciencias,Donna,D
Matt,Russell,filosofia,George,B
Matt,Russell,sociologia,Bertie,A
Caroline,Hughes,geografia,Ruth,C
Caroline,Hughes,matematica,John,A
Caroline,Hughes,artes,Kenneth,B
Jake,Hudson,biologia,William,B
Nicholas,Ferguson,matematica,John,C
Nicholas,Ferguson,artes,Brian,A
Yvonne,Jackson,espanhol,Robert,C
Yvonne,Jackson,ciencias,Donna,B
Yvonne,Jackson,matematica,Donald,D
Eric,Hughes,portugues,Elizabeth,B
Eric,Hughes,sociologia,Bertie,A
Eric,Hughes,filosofia,George,A
Jane,Mackenzie,ingles,Susan,A
Jane,Mackenzie,filosofia,George,B
Jane,Mackenzie,sociologia,Bertie,C
Penelope,Dyer,biologia,William,B
Penelope,Dyer,matematica,Donald,B
Carol,Harris,sociologia,Bertie,D
Carol,Harris,portugues,Margaret,A
Carol,Harris,ingles,Susan,B
Tracey,Gibson,historia,Carol,B
Tracey,Gibson,filosofia,George,B
Tracey,Gibson,ciencias,Donna,D
Lauren,Underwood,matematica,Paul,B
Tim,North,portugues,Margaret,D
Tim,North,geografia,Dorothy,A
Trevor,Langdon,portugues,Patricia,C
Trevor,Langdon,ingles,Susan,A
Trevor,Langdon,espanhol,Robert,D
Jason,Lewis,historia,Carol,B
Jason,Lewis,ciencias,Donna,C
Jacob,Sutherland,matematica,John,B
Jacob,Sutherland,portugues,Patricia,A
